id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,name_clean,error,comments
1163,2,Surendra Kumar Dey,M,INC,,MoS,,"Wednesday, 31 December 1958","Tuesday, 10 April 1962",Rajya Sabha,,Delhi,community development & cooperation,before_first_ammendment,
1164,2,Mehr Chand Khanna,M,INC,,CM,,"Wednesday, 17 April 1957","Monday, 22 April 1957",Rajya Sabha,,West Bengal,rehabilitation,before_first_ammendment,
1165,2,Mehr Chand Khanna,M,INC,,CM,,"Monday, 22 April 1957","Thursday, 26 October 1961",Rajya Sabha,,West Bengal,rehabilitation,before_first_ammendment,
1166,2,Mehr Chand Khanna,M,INC,,CM,,"Monday, 22 April 1957","Thursday, 26 October 1961",Rajya Sabha,,West Bengal,minority affairs,before_first_ammendment,
1167,2,Mehr Chand Khanna,M,INC,,CM,,"Thursday, 26 October 1961","Tuesday, 10 April 1962",Rajya Sabha,,West Bengal,rehabilitation,difference of 1,
1168,3,D R Chavan,M,INC,,DCM,,"Tuesday, 8 May 1962","Wednesday, 27 May 1964",Lok Sabha,Karad,Maharashtra,defence,no_error,
1169,3,D R Chavan,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Karad,Maharashtra,defence,no_error,
1170,3,D R Chavan,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Karad,Maharashtra,food & agriculture,difference of 17,
1171,3,D R Chavan,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Karad,Maharashtra,food & agriculture,difference of 4,
1172,3,D R Chavan,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 14 February 1966",Lok Sabha,Karad,Maharashtra,planning,no_error,
1173,3,D R Chavan,M,INC,,DCM,,"Monday, 14 February 1966","Monday, 13 March 1967",Lok Sabha,Karad,Maharashtra,"labour, employment & rehabilitation",difference of 17,
1174,2,B N Datar,M,INC,,MoS,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Belgaum,Mysore,home affairs,before_first_ammendment,
1175,2,R M Hajarnavis,M,INC,,DCM,,"Saturday, 4 January 1958","Tuesday, 10 April 1962",Lok Sabha,Chimur,Maharashtra,law,before_first_ammendment,
1176,2,Nityanand Kanungo,M,INC,,MoS,,"Wednesday, 17 April 1957","Thursday, 25 April 1957",Lok Sabha,Cuttack,Orissa,commerce & industry,before_first_ammendment,
1177,2,Nityanand Kanungo,M,INC,,MoS,,"Thursday, 25 April 1957","Tuesday, 10 April 1962",Lok Sabha,Cuttack,Orissa,commerce,before_first_ammendment,
1178,3,Nityanand Kanungo,M,INC,,MoS,,"Tuesday, 10 April 1962","Friday, 19 July 1963",Lok Sabha,Cuttack,Orissa,commerce & industry,difference of 1,
1179,2,B V Keskar,M,INC,,MoS,,"Wednesday, 17 April 1957","Monday, 9 April 1962",Lok Sabha,Musafirkhana,Uttar Pradesh,information & broadcasting,before_first_ammendment,
1180,2,Shah Nawaz Khan,M,INC,,DCM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Meerut,Uttar Pradesh,railways,before_first_ammendment,
1181,2,M V Krishnappa,M,INC,,DCM,,"Wednesday, 17 April 1957","Thursday, 25 April 1957",Lok Sabha,Chikballapur,Karnataka,food & agriculture,before_first_ammendment,
1182,2,M V Krishnappa,M,INC,,DCM,,"Thursday, 25 April 1957","Friday, 5 July 1957",Lok Sabha,Chikballapur,Karnataka,food,before_first_ammendment,
1183,2,B S Murthy,M,INC,,DCM,,"Friday, 6 March 1959","Tuesday, 10 April 1962",Lok Sabha,Amalapuram,Andhra Pradesh,community development & cooperation,before_first_ammendment,
1184,2,Alungal Mathai Thomas,M,INC,,DCM,,"Tuesday, 21 May 1957","Tuesday, 10 April 1962",Lok Sabha,Ernakulam,Kerala,food & agriculture,before_first_ammendment,
1185,2,Abid Ali,M,INC,,DCM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Rajya Sabha,,Bombay,labour,before_first_ammendment,
1186,2,Violet Alva,F,INC,,DCM,,"Tuesday, 23 April 1957","Tuesday, 10 April 1962",Rajya Sabha,,Bombay,home affairs,before_first_ammendment,
1187,1,Anil Kumar Chanda,M,INC,,DCM,,"Tuesday, 12 August 1952","Wednesday, 17 April 1957",Lok Sabha,Bolpur,West Bengal,external affairs,before_first_ammendment,
1188,2,Mono Mohan Das,M,INC,,DCM,,"Wednesday, 17 April 1957","Monday, 14 April 1958",Lok Sabha,Ausram,West Bengal,education & scientific research,before_first_ammendment,
1189,2,Mono Mohan Das,M,INC,,DCM,,"Monday, 14 April 1958","Tuesday, 10 April 1962",Lok Sabha,Ausram,West Bengal,scientific research & cultural affairs,before_first_ammendment,
1190,2,Sardar Surjit Singh Majithia,M,SAD,,DCM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Sangrur,Punjab,defence,before_first_ammendment,
1191,2,Mohiuddin Ahmed,M,INC,Civil Aviation,DCM,,"Wednesday, 2 April 1958","Tuesday, 10 April 1962",Lok Sabha,Secunderabad,Andhra Pradesh,transport & communications,before_first_ammendment,
1192,2,Purnendu Sekhar Naskar,M,INC,,DCM,,"Wednesday, 2 April 1958","Tuesday, 10 April 1962",Lok Sabha,Mathurapur,West Bengal,rehabilitation,before_first_ammendment,
1193,2,S V Ramaswamy,M,INC,,DCM,,"Wednesday, 2 April 1958","Tuesday, 10 April 1962",Lok Sabha,Salem,Madras,railways,before_first_ammendment,
1194,2,Satish Chandra,M,INC,,DCM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Bareilly,Uttar Pradesh,commerce & industry,before_first_ammendment,
1195,2,Tarkeshwari Sinha,F,INC,,DCM,,"Wednesday, 2 April 1958","Saturday, 10 May 1958",Lok Sabha,Barh,Bihar,economic affairs,before_first_ammendment,
1196,2,Tarkeshwari Sinha,F,INC,,DCM,,"Saturday, 10 May 1958","Tuesday, 10 April 1962",Lok Sabha,Barh,Bihar,finance,before_first_ammendment,
1197,2,Morarji Desai,M,JP,,CM,,"Wednesday, 17 April 1957","Saturday, 22 March 1958",Lok Sabha,Surat,Gujarat,commerce,before_first_ammendment,
1198,2,Morarji Desai,M,JP,,CM,,"Saturday, 22 March 1958","Friday, 28 March 1958",Lok Sabha,Surat,Gujarat,commerce,before_first_ammendment,
1199,2,Morarji Desai,M,JP,,CM,,"Wednesday, 17 April 1957","Saturday, 22 March 1958",Lok Sabha,Surat,Gujarat,industry,before_first_ammendment,
1200,2,Morarji Desai,M,JP,,CM,,"Saturday, 22 March 1958","Friday, 28 March 1958",Lok Sabha,Surat,Gujarat,industry,before_first_ammendment,
1201,2,Morarji Desai,M,JP,,CM,,"Saturday, 22 March 1958","Tuesday, 10 April 1962",Lok Sabha,Surat,Gujarat,finance,before_first_ammendment,
1202,3,Gulzarilal Nanda,M,INC,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Kaithal,Haryana,home affairs,no_error,
1203,3,Gulzarilal Nanda,M,INC,,CM,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Kaithal,Haryana,home affairs,no_error,
1204,2,Jawaharlal Nehru,M,INC,,PM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Phulpur,Uttar Pradesh,prime minister,before_first_ammendment,
1205,2,Jawaharlal Nehru,M,INC,,CM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Phulpur,Uttar Pradesh,external affairs,before_first_ammendment,
1206,2,Jawaharlal Nehru,M,INC,,CM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Phulpur,Uttar Pradesh,atomic energy,before_first_ammendment,
1207,2,Jawaharlal Nehru,M,INC,,CM,,"Friday, 14 February 1958","Saturday, 22 March 1958",Lok Sabha,Phulpur,Uttar Pradesh,finance,before_first_ammendment,
1208,2,Lal Bahadur Shastri,M,INC,,CM,,"Wednesday, 17 April 1957","Friday, 28 March 1958",Lok Sabha,Allahbad,Uttar Pradesh,transportation,before_first_ammendment,
1209,2,Lal Bahadur Shastri,M,INC,,CM,,"Wednesday, 17 April 1957","Friday, 28 March 1958",Lok Sabha,Allahbad,Uttar Pradesh,communications,before_first_ammendment,
1210,2,Lal Bahadur Shastri,M,INC,,CM,,"Friday, 28 March 1958","Wednesday, 5 April 1961",Lok Sabha,Allahbad,Uttar Pradesh,commerce,before_first_ammendment,
1211,2,Lal Bahadur Shastri,M,INC,,CM,,"Friday, 28 March 1958","Wednesday, 5 April 1961",Lok Sabha,Allahbad,Uttar Pradesh,industry,before_first_ammendment,
1212,2,Lal Bahadur Shastri,M,INC,,CM,,"Sunday, 26 February 1961","Wednesday, 5 April 1961",Lok Sabha,Allahbad,Uttar Pradesh,home affairs,difference of 39,
1213,2,Lal Bahadur Shastri,M,INC,,CM,,"Wednesday, 5 April 1961","Tuesday, 10 April 1962",Lok Sabha,Allahbad,Uttar Pradesh,home affairs,difference of 77,
1214,2,Jagjivan Ram,M,INC,,CM,,"Wednesday, 17 April 1957","Tuesday, 10 April 1962",Lok Sabha,Sasaram,Bihar,railways,before_first_ammendment,
1215,3,Fakhruddin Ali Ahmed,M,INC,,CM,,"Saturday, 29 January 1966","Saturday, 12 November 1966",Lok Sabha,Barpeta,Assam,irrigation & power,no_error,
1216,3,Fakhruddin Ali Ahmed,M,INC,,CM,,"Sunday, 13 November 1966","Monday, 13 March 1967",Lok Sabha,Barpeta,Assam,education,no_error,
1217,3,Hafiz Mohammad Ibrahim,M,INC,,CM,,"Tuesday, 10 April 1962","Wednesday, 26 June 1963",Rajya Sabha,,Uttar Pradesh,irrigation & power,no_error,
1218,3,Kabir Humayun,M,BANGLA CONG,,CM,,"Tuesday, 10 April 1962","Thursday, 21 November 1963",Lok Sabha,Basirhat,West Bengal,scientific research & cultural affairs,difference of 2,
1219,3,Kabir Humayun,M,BANGLA CONG,,CM,Additional Charge,"Sunday, 1 September 1963","Thursday, 21 November 1963",Lok Sabha,Basirhat,West Bengal,education,no_error,
1220,3,Kabir Humayun,M,BANGLA CONG,,CM,,"Thursday, 21 November 1963","Wednesday, 27 May 1964",Lok Sabha,Basirhat,West Bengal,petroleum & chemicals,difference of 2,
1221,3,Kabir Humayun,M,BANGLA CONG,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Basirhat,West Bengal,petroleum & chemicals,no_error,
1222,3,Kabir Humayun,M,BANGLA CONG,,CM,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Basirhat,West Bengal,petroleum & chemicals,no_error,
1223,3,Kabir Humayun,M,BANGLA CONG,,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Basirhat,West Bengal,petroleum & chemicals,no_error,
1224,3,Mohamed Shafi Qureshi,M,INC,,DCM,,"Saturday, 29 January 1966","Monday, 13 March 1967",Lok Sabha,Anantnag,J&K,commerce,no_error,
1225,3,T T Krishnamachari,M,INC,,CM,,"Friday, 8 June 1962","Wednesday, 14 November 1962",Lok Sabha,Tiruchandur,Madras,w/o portfolio,ministry_not_found_in_gazette,exception: without portfolio
1226,3,T T Krishnamachari,M,INC,,CM,,"Wednesday, 14 November 1962","Saturday, 31 August 1963",Lok Sabha,Tiruchandur,Madras,finance,no_error,
1227,3,T T Krishnamachari,M,INC,,CM,,"Thursday, 14 November 1963","Monday, 31 August 1964",Lok Sabha,Tiruchandur,Madras,economic & defence co-operation,other_exception,exception: ministry out of gazette date range
1228,3,T T Krishnamachari,M,INC,,CM,,"Saturday, 31 August 1963","Friday, 31 December 1965",Lok Sabha,Tiruchandur,Madras,finance,no_error,
1229,3,Sachindra Chaudhuri,M,INC,,CM,,"Saturday, 1 January 1966","Tuesday, 11 January 1966",Lok Sabha,Ghatal,West Bengal,finance,no_error,
1230,3,Sachindra Chaudhuri,M,INC,,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Ghatal,West Bengal,finance,no_error,
1231,3,Sachindra Chaudhuri,M,INC,,CM,,"Monday, 24 January 1966","Friday, 13 January 1967",Lok Sabha,Ghatal,West Bengal,finance,no_error,
1232,3,M C Chagla,M,INC,,CM,,"Thursday, 21 November 1963","Wednesday, 27 May 1964",Rajya Sabha,,Maharashtra,education,no_error,
1233,3,M C Chagla,M,INC,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Rajya Sabha,,Maharashtra,education,no_error,
1234,3,M C Chagla,M,INC,,CM,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Rajya Sabha,,Maharashtra,education,no_error,
1235,3,M C Chagla,M,INC,,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Rajya Sabha,,Maharashtra,education,no_error,
1236,3,M C Chagla,M,INC,,CM,,"Monday, 24 January 1966","Sunday, 13 November 1966",Rajya Sabha,,Maharashtra,education,no_error,
1237,3,M C Chagla,M,INC,,CM,,"Sunday, 13 November 1966","Monday, 13 March 1967",Rajya Sabha,,Maharashtra,external affairs,no_error,
1238,3,Mahavir Tyagi,M,INC,,CM,,"Thursday, 16 April 1964","Wednesday, 27 May 1964",Lok Sabha,Dehra Dun,Uttar Pradesh,rehabilitation,difference of 0,
1239,3,Mahavir Tyagi,M,INC,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Dehra Dun,Uttar Pradesh,rehabilitation,difference of 41,
1240,3,Mahavir Tyagi,M,INC,,CM,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Dehra Dun,Uttar Pradesh,rehabilitation,difference of 54,
1241,3,Mahavir Tyagi,M,INC,,CM,,"Tuesday, 11 January 1966","Saturday, 15 January 1966",Lok Sabha,Dehra Dun,Uttar Pradesh,rehabilitation,difference of 13,
1242,3,H C Dasappa,M,INC,,CM,,"Saturday, 21 September 1963","Wednesday, 27 May 1964",Lok Sabha,Bangalore,Mysore,railways,no_error,
1243,3,H C Dasappa,M,INC,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Bangalore,Mysore,railways,no_error,
1244,3,H C Dasappa,M,INC,,CM,,"Tuesday, 9 June 1964","Sunday, 19 July 1964",Lok Sabha,Bangalore,Mysore,irrigation & power,no_error,
1245,3,H C Dasappa,M,INC,,CM,,"Sunday, 19 July 1964","Thursday, 29 October 1964",Lok Sabha,Bangalore,Mysore,industry & supply,difference of 32,
1247,3,Dinesh Singh,M,INC,,DCM,,"Tuesday, 8 May 1962","Wednesday, 27 May 1964",Lok Sabha,Pratapgarh,Uttar Pradesh,external affairs,no_error,
1248,3,Dinesh Singh,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Pratapgarh,Uttar Pradesh,external affairs,no_error,
1249,3,Dinesh Singh,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Lok Sabha,Pratapgarh,Uttar Pradesh,external affairs,no_error,
1250,3,Dinesh Singh,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Pratapgarh,Uttar Pradesh,external affairs,no_error,
1251,3,Dinesh Singh,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Pratapgarh,Uttar Pradesh,external affairs,no_error,
1252,3,Krishna Chandra Pant,M,INC,,MoS,,"Monday, 13 March 1967","Friday, 14 February 1969",Lok Sabha,New Delhi,New Delhi,finance,no_error,
1253,3,S K Patil,M,INC,,CM,,"Tuesday, 10 April 1962","Sunday, 1 September 1963",Lok Sabha,Banaskantha,Gujarat,food & agriculture,no_error,
1254,3,S K Patil,M,INC,,CM,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Banaskantha,Gujarat,railways,no_error,
1255,3,S K Patil,M,INC,,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Banaskantha,Gujarat,railways,no_error,
1256,3,S K Patil,M,INC,,CM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Banaskantha,Gujarat,railways,no_error,
1257,3,G S Pathak,M,INC,,CM,,"Monday, 24 January 1966","Monday, 13 March 1967",Rajya Sabha,,Uttar Pradesh,law,no_error,
1258,3,C M Poonacha,M,INC,Revenue and Expediture,CM,,"Sunday, 2 January 1966","Tuesday, 11 January 1966",Lok Sabha,Hajipur,Bihar,finance,no_error,
1259,3,C M Poonacha,M,INC,Revenue and Expediture,CM,,"Tuesday, 11 January 1966","Tuesday, 24 January 1966",Lok Sabha,Hajipur,Bihar,finance,no_error,
1260,3,C M Poonacha,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Hajipur,Bihar,transport & aviation,difference of 4,
1261,3,Bali Ram Bhagat,M,INC,,DCM,,"Monday, 16 April 1962","Saturday, 21 September 1963",Lok Sabha,Arrah,Bihar,finance,no_error,
1262,3,Bali Ram Bhagat,M,INC,,MoS,,"Saturday, 21 September 1963","Wednesday, 27 May 1964",Lok Sabha,Arrah,Bihar,planning,no_error,
1263,3,Bali Ram Bhagat,M,INC,Coordination,MoS,,"Friday, 1 November 1963","Wednesday, 27 May 1964",Lok Sabha,Arrah,Bihar,finance,no_error,
1264,3,Bali Ram Bhagat,M,INC,,MoS,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Arrah,Bihar,planning,no_error,
1265,3,Bali Ram Bhagat,M,INC,,MoS,,"Tuesday, 9 June 1964","Saturday, 13 June 1964",Lok Sabha,Arrah,Bihar,planning,no_error,
1266,3,Bali Ram Bhagat,M,INC,,MoS,,"Saturday, 13 June 1964","Tuesday, 11 January 1966",Lok Sabha,Arrah,Bihar,planning,no_error,
1267,3,Bali Ram Bhagat,M,INC,Coordination,MoS,,"Saturday, 13 June 1964","Tuesday, 11 January 1966",Lok Sabha,Arrah,Bihar,finance,no_error,
1268,3,Bali Ram Bhagat,M,INC,,MoS,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Arrah,Bihar,planning,no_error,
1269,3,Bali Ram Bhagat,M,INC,Coordination,MoS,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Arrah,Bihar,finance,no_error,
1270,3,Bali Ram Bhagat,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Arrah,Bihar,finance,no_error,
1271,3,K D Malaviya,M,INC,,CM,,"Tuesday, 10 April 1962","Wednesday, 26 June 1963",Lok Sabha,Domariagaj,Uttar Pradesh,mines & fuel,difference of 1,
1274,3,L N Mishra,M,INC,,DCM,,"Wednesday, 26 February 1964","Wednesday, 27 May 1964",Rajya Sabha,,Bihar,home affairs,no_error,
1275,3,L N Mishra,M,INC,,DCM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Rajya Sabha,,Bihar,home affairs,no_error,
1276,3,L N Mishra,M,INC,,DCM,,"Monday, 15 June 1964","Tuesday, 11 January 1966",Rajya Sabha,,Bihar,home affairs,no_error,
1277,3,L N Mishra,M,INC,,DCM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Rajya Sabha,,Bihar,home affairs,no_error,
1278,3,L N Mishra,M,INC,,DCM,,"Monday, 24 January 1966","Monday, 13 March 1967",Rajya Sabha,,Bihar,finance,no_error,
1279,3,P Govinda Menon,M,INC,,MoS,,"Monday, 24 January 1966","Monday, 13 February 1967",Lok Sabha,Mukundapuram,Kerala,"food, agriculture, community development & cooperation",difference of 4,
1280,3,V K Krishna Menon,M,IND,,CM,,"Tuesday, 10 April 1962","Thursday, 1 November 1962",Lok Sabha,Trivandrum,Kerala,defence,no_error,
1281,3,V K Krishna Menon,M,IND,Production,CM,,"Thursday, 1 November 1962","Friday, 9 November 1962",Lok Sabha,Trivandrum,Kerala,defence,no_error,
1282,3,Asoka Mehta,M,INC,,CM,,"Monday, 24 January 1966","Friday, 25 March 1966",Rajya Sabha,,Maharashtra,planning,no_error,
1283,3,Asoka Mehta,M,INC,,CM,,"Friday, 25 March 1966","Monday, 13 March 1967",Rajya Sabha,,Maharashtra,planning,no_error,
1284,3,Asoka Mehta,M,INC,,CM,,"Friday, 25 March 1966","Monday, 13 March 1967",Rajya Sabha,,Maharashtra,social welfare,difference of 56,
1285,3,Raghuramiah Kotha,M,INC,,MoS,,"Monday, 16 April 1962","Wednesday, 14 November 1962",Lok Sabha,Guntur,Andhra Pradesh,defence,no_error,
1286,3,Raghuramiah Kotha,M,INC,Production,CM,,"Wednesday, 14 November 1962","Wednesday, 27 May 1964",Lok Sabha,Guntur,Andhra Pradesh,defence,no_error,
1287,3,Raghuramiah Kotha,M,INC,Production,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Guntur,Andhra Pradesh,defence,no_error,
1288,3,Raghuramiah Kotha,M,INC,,MoS,,"Tuesday, 9 June 1964","Saturday, 13 June 1964",Lok Sabha,Guntur,Andhra Pradesh,labour & employment,no_error,
1289,3,Raghuramiah Kotha,M,INC,Supply,CM,,"Saturday, 20 June 1964","Tuesday, 11 January 1966",Lok Sabha,Guntur,Andhra Pradesh,industry & supply,difference of 3,
1290,3,Raghuramiah Kotha,M,INC,Supply,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Guntur,Andhra Pradesh,industry & supply,difference of 4,
1291,3,Raghuramiah Kotha,M,INC,Supply,CM,Additional Charge,"Friday, 30 October 1964","Tuesday, 11 January 1966",Lok Sabha,Guntur,Andhra Pradesh,industry & supply,difference of 17,
1292,3,Raghuramiah Kotha,M,INC,Technical Development,CM,Additional Charge,"Friday, 30 October 1964","Tuesday, 11 January 1966",Lok Sabha,Guntur,Andhra Pradesh,industry & supply,difference of 17,
1293,3,Raghuramiah Kotha,M,INC,,CM,,"Monday, 24 January 1966","Friday, 25 March 1966",Lok Sabha,Guntur,Andhra Pradesh,supply & technical development,difference of 4,
1295,3,Raghuramiah Kotha,M,INC,,CM,Additional Charge,"Monday, 24 January 1966","Friday, 25 March 1966",Lok Sabha,Guntur,Andhra Pradesh,social welfare,difference of 4,
1296,3,Raghuramiah Kotha,M,INC,,CM,,"Friday, 25 March 1966","Monday, 13 March 1967",Lok Sabha,Guntur,Andhra Pradesh,"supply, technical development & material planning",difference of 3,
1297,3,Raj Bahadur,M,INC,Shipping,CM,,"Tuesday, 10 April 1962","Sunday, 1 September 1963",Lok Sabha,Bharatpur,Rajasthan,transport & communications,difference of 1,
1299,3,Raj Bahadur,M,INC,Shipping,CM,,"Sunday, 1 September 1963","Friday, 10 April 1964",Lok Sabha,Bharatpur,Rajasthan,transport,difference of 1,
1300,3,Raj Bahadur,M,INC,,CM,,"Friday, 10 April 1964","Wednesday, 27 May 1964",Lok Sabha,Bharatpur,Rajasthan,transport,no_error,
1301,3,Raj Bahadur,M,INC,,CM,,"Wednesday, 27 May 1964","Tuesday, 9 June 1964",Lok Sabha,Bharatpur,Rajasthan,transport,no_error,
1302,3,Raj Bahadur,M,INC,,CM,,"Tuesday, 9 June 1964","Tuesday, 11 January 1966",Lok Sabha,Bharatpur,Rajasthan,transport,difference of 17,
1303,3,Raj Bahadur,M,INC,,CM,,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Bharatpur,Rajasthan,transport,difference of 4,
1304,3,Raj Bahadur,M,INC,,CM,Additional Charge,"Saturday, 31 July 1965","Tuesday, 11 January 1966",Lok Sabha,Bharatpur,Rajasthan,civil aviation,difference of 17,
1305,3,Raj Bahadur,M,INC,,CM,Additional Charge,"Tuesday, 11 January 1966","Monday, 24 January 1966",Lok Sabha,Bharatpur,Rajasthan,civil aviation,difference of 4,
1306,3,Raj Bahadur,M,INC,,CM,,"Monday, 24 January 1966","Monday, 13 March 1967",Lok Sabha,Bharatpur,Rajasthan,information & broadcasting,no_error,
